0.6211974,0.260253,0.20657228,manzana
0.5665937,0.22556792,0.26176494,manzana
0.8684952,0.532423,0.38936928,manzana
0.57539403,0.71922684,0.2839355,manzana
0.7035095,0.6308955,0.43428102,manzana
0.60327095,0.6682567,0.15249589,manzana
0.5907333,0.1403315,0.16972254,manzana
0.5388648,0.6890107,0.26847473,manzana
0.6405914,0.75829256,0.2465117,manzana
0.7016474,0.80060536,0.42361575,manzana
0.48584324,0.60366106,0.41458252,manzana
0.59870386,0.71576315,0.13348636,manzana
0.493369,0.6674634,0.24271068,manzana
0.74537283,0.8721552,0.22331986,manzana
0.5753529,0.7560465,0.25925666,manzana
0.6372019,0.7856098,0.3115163,manzana
0.57426983,0.6428718,0.105896145,manzana
0.8459954,0.72479016,0.39032537,manzana
0.7959153,0.7856797,0.45879084,manzana
0.71437824,0.569584,0.10935286,manzana
0.9337563,0.7456656,0.15976714,manzana
0.873771,0.82044023,0.36380866,manzana
0.76349837,0.57557416,0.105250426,manzana
0.97479594,0.7892187,0.15867655,manzana
0.7974696,0.6809659,0.20963532,manzana
0.79323924,0.75879806,0.2223965,manzana
0.82421374,0.75854695,0.2798546,manzana
0.62020755,0.61771005,0.48590055,manzana
0.83613783,0.5862869,0.12572886,manzana
0.4417,0.5481607,0.1362472,manzana
0.9226238,0.7922518,0.25554863,manzana
0.81171435,0.78343236,0.22285952,manzana
0.8171584,0.74288726,0.3473711,manzana
0.71827936,0.58487755,0.2837087,manzana
0.85942346,0.77659446,0.3057052,manzana
0.93926805,0.7841224,0.22241618,manzana
0.9553668,0.8854135,0.30030686,manzana
0.68057764,0.5622596,0.049764503,manzana
0.94680095,0.7725256,0.30810052,manzana
0.883181,0.8339955,0.37733504,manzana
0.92175776,0.80033785,0.36050987,manzana
0.41912836,0.41055524,0.13017003,manzana
0.83567,0.82174367,0.11799125,manzana
0.8844949,0.7946615,0.17098233,manzana
0.8986658,0.83141357,0.18179132,manzana
0.9076794,0.851404,0.18761636,manzana
0.6080277,0.67730355,0.3142083,manzana
0.70284414,0.62173903,0.117453374,manzana
0.8102994,0.78207564,0.22234884,manzana
0.91078615,0.78444785,0.25505823,manzana
0.8671941,0.7480914,0.29912198,manzana
0.8428774,0.7369303,0.24150355,manzana
