32080,12453.938613948601,26246.807631257638,54193,12149.90493789972,25455.31256660007,37083,12548.34307787287,26316.448826173837,0.3358024691358025,0.47227685645959633,0.668875015036735,0.23354168170335446,0.20838662336099828,0.093104795,0.1491339,0.1282579,-1.501048823785129,1.083510953945434,1.3170277434003304,0.4611581240683407,0.3670235320905547,0.4427626801207812,0.3795126386832375,manzanas
18618,9743.787148742525,24217.392920967923,38220,9368.469778998062,23299.621475746477,22378,9751.804858589,24255.658273670782,0.5356775850995504,0.49873349352242247,0.6712895377130473,0.2680211968747585,0.3060911656446209,0.12701218,0.17212167,0.13893314,0.6894321565444161,0.6525253928408168,0.9801197433620512,0.41818221074807144,0.38022707417782514,0.4570314644656038,0.3877224909783003,manzanas
23794,8391.63333326713,22216.914693639697,34598,8124.52761703719,21311.683627483624,20606,8606.876204523915,22866.535714285714,0.377925,0.48487480029828256,0.871686321883523,0.5231588100080854,0.37618792420568264,0.09178759,0.15414692,0.11933558,-1.1482390473420707,0.48116033083145215,0.7575745680933359,0.4404048352897457,0.4272095759765631,0.47124110142012954,0.3791559223881158,manzanas
8378,7511.6709193094985,20183.34090909091,16668,7131.928000197422,19158.21425102675,10452,7519.205543140844,19948.05996780997,0.283275,0.45059444099850426,0.5797439992312547,0.7271377758558665,0.27592775937997843,0.12740396,0.096123084,0.1417898,0.753025418433284,0.6650472037363616,0.886637712156839,0.44848438337560015,0.4164879563984269,0.46365066574575037,0.39686255084585864,manzanas
17361,6636.093429119273,19156.28376623376,22588,6270.957024250764,18438.551501276503,11072,6673.962541099553,19465.60638528139,0.4977523960306466,0.5000020162663461,0.700651123246345,0.5870981454913187,0.3092527715062865,0.119477555,0.16984825,0.13364597,-0.3744101742209381,-1.6068857951155875,1.3567836848943056,0.4862667250523038,0.4042062698172398,0.4920642418934639,0.39363749457517283,manzanas
17971,5556.648540262377,13401.9678044178,23336,5298.443167572905,12735.195011932514,14439,5578.588889674521,13411.057153957154,0.3532121212121212,0.47797949297282916,0.6319307585186474,0.7038308840668558,0.14862749015297616,0.0796857,0.07571855,0.15196705,0.6802946677033594,0.34934976285568187,1.6503248659680443,0.43811868997783787,0.4271173614914111,0.43692383955141606,0.4173150963805746,manzanas
38990,6087.106373310721,14121.764356476857,55368,5828.190628316819,13448.517654567657,32884,6129.650397861203,14233.532085969595,0.3766972046041813,0.4845693471943432,0.666701889018857,0.15341976017980719,0.18589388826150588,0.10033052,0.1425895,0.1455115,0.6012243016457276,1.732477348670869,1.53250769414776,0.430518494478251,0.4264781225695531,0.44059925174667575,0.4161618587162297,manzanas
11254,14678.268903382306,33798.22900432901,24628,14124.603498859711,32474.04386724387,16276,14615.938081423306,33466.289321789314,0.3524884792626728,0.47775057338030047,0.5447279865156378,0.6961128251082574,0.26328822889322756,0.09899391,0.08090802,0.15977941,-0.6835025035162233,-0.11934734719277917,0.706114813804347,0.43579222061173983,0.36119924678390325,0.41857836919346586,0.39673447617747726,manzanas
4451,7559.443894890682,19253.389682539684,8103,7171.282102943657,18379.433441558445,4684,7470.06492609,18963.632142857143,0.164544,0.3707714546827266,0.6203438368688354,0.746808828193555,0.1899479487322861,0.083670996,0.06974505,0.20041128,0.5739668020991847,-0.08237780098085355,1.0572148527714593,0.42101238463100205,0.4530011253180323,0.4459990491791288,0.3907837261847489,manzanas
4986,13322.332190723964,21961.336904761905,13194,12803.924476503287,20992.447619047616,10368,13057.566848383354,21567.180952380953,0.3829181757705669,0.4861075802210898,0.7042495097520336,0.806237743798433,0.4154230066191494,0.08046343,0.08732139,0.12505342,-0.6665029847972268,-0.13486233321884114,-0.0718720550176998,0.36824836711441955,0.4301983844051484,0.41186525892408243,0.40144432634783955,manzanas
