32080,12453.938613948601,26246.807631257638,54193,12149.90493789972,25455.31256660007,37083,12548.34307787287,26316.448826173837
18618,9743.787148742525,24217.392920967923,38220,9368.469778998062,23299.621475746477,22378,9751.804858589,24255.658273670782
23794,8391.63333326713,22216.914693639697,34598,8124.52761703719,21311.683627483624,20606,8606.876204523915,22866.535714285714
8378,7511.6709193094985,20183.34090909091,16668,7131.928000197422,19158.21425102675,10452,7519.205543140844,19948.05996780997
17361,6636.093429119273,19156.28376623376,22588,6270.957024250764,18438.551501276503,11072,6673.962541099553,19465.60638528139
17971,5556.648540262377,13401.9678044178,23336,5298.443167572905,12735.195011932514,14439,5578.588889674521,13411.057153957154
38990,6087.106373310721,14121.764356476857,55368,5828.190628316819,13448.517654567657,32884,6129.650397861203,14233.532085969595
11254,14678.268903382306,33798.22900432901,24628,14124.603498859711,32474.04386724387,16276,14615.938081423306,33466.289321789314
4451,7559.443894890682,19253.389682539684,8103,7171.282102943657,18379.433441558445,4684,7470.06492609,18963.632142857143
4986,13322.332190723964,21961.336904761905,13194,12803.924476503287,20992.447619047616,10368,13057.566848383354,21567.180952380953
5647,6883.150441476635,22492.174999999996,7010,6574.167551865407,21845.089285714283,3866,6981.166091707029,22702.51666666667
6714,12938.73826924403,26213.65,13187,12414.458868593509,25479.351984126984,9087,12842.205573810132,26170.93095238096
14359,10752.225490567058,31003.67716450215,22916,10229.817886942074,29428.585397935385,14705,10681.547547055156,30481.400396825404
3842,8767.029542553168,18206.510714285716,6642,8467.353895993718,17726.090476190475,3928,8769.402146098671,18223.098015873016
6727,6368.87886523209,20516.86904761905,10824,5871.976243139953,19491.422222222223,8666,6266.855032630004,20252.594841269834
7524,7992.1380743828495,22173.24722222222,12970,7453.946203186605,20989.109126984127,8522,7946.484505742146,21850.028174603172
7382,2203.3946537104966,6515.29880952381,11810,2038.5124478403363,6112.982142857143,6892,2192.7521519770535,6434.926190476189
11462,24838.837231239308,65415.153571428564,16570,24072.183199701685,63931.936904761904,11378,24880.421821183016,65462.99642857143
16018,25620.155307882113,61670.15793650795,28616,24884.9646373066,60310.56479076479,17428,25579.987060200012,61536.55634920635
27571,30734.88747335835,78420.94402264405,45289,29963.178653140258,76822.62757797758,22896,30724.414396372147,78280.31962481962
4409,8497.338759870645,20282.08333333334,9713,8160.832371762086,19607.964682539685,6872,8510.805249798635,20246.511904761905
17749,28206.07649071384,67496.75645743145,29601,27317.877150320448,65804.11744644245,17222,28220.08224651374,67330.24332611833
20401,26824.99569431466,77694.11904761904,33139,25789.78258923483,75678.03192640693,22652,26884.56008566999,77757.03769841268
4912,7443.493937661265,17218.752777777776,8192,7069.495880188346,16545.408344433345,5088,7433.059329778015,17118.04404761905
13478,29023.68033175669,64897.026984127,15425,28518.186653432225,63670.43373015873,12163,29087.9912850647,64613.10158730157
8028,6726.636306505652,18859.908333333333,12336,6272.869040558714,18022.42142857143,7872,6568.822344986961,18595.86666666667
6668,7784.129431092471,18601.44018759019,10299,7427.897952987776,17878.002128427128,6177,7681.093541937893,18372.59761904762
12784,31330.745107641473,74646.99285714286,20440,30569.397213553297,73247.69087301588,13902,31198.670196019575,74415.12341269839
21052,27530.86180997609,72142.14532134532,29630,26525.475452854753,70235.3740301365,18122,27462.305657027417,72126.17617660118
16761,8544.482898338552,21388.035533910537,32149,8145.081644771893,20307.20473137974,20666,8513.006636905671,21048.660231435242
18199,32001.824901089625,71883.33849206349,38242,30540.200294038674,68900.81194083692,30771,31389.958171364295,70653.94914529915
7398,8727.703363428434,21286.412409812416,11318,8302.053300238442,20414.876670551675,6952,8649.801963050946,21082.355952380953
8514,21683.80872909554,46340.84365079365,15055,20929.56726738515,44810.041749916745,8407,21479.149517613587,45691.61230158731
16984,22211.446598544633,64316.95595238096,24594,21460.268451256616,62779.99047619048,19564,22118.154330775433,64125.693253968246
6977,13163.807503910106,26280.773881673886,9496,12726.819791291146,25163.344780219784,8155,13019.420301995016,25719.31456043956
6398,21901.008652571232,36453.35,19142,21196.724629055312,35003.44408369408,15444,21567.50221977501,35705.33174603175
7079,23371.182404833522,33005.16509046509,13237,22726.25024063583,31988.476165501164,12836,23008.693748233512,32403.64755799756
44009,26662.69615023957,77501.12556471303,81713,25864.154016708144,75695.45462870461,49502,26639.79504425663,77447.10943778444
11927,28546.588552750047,75276.25674603175,18270,27385.48743404068,73134.76435786436,15071,28587.367927110743,75055.47305194807
13802,43825.51891307164,82190.67716450215,17643,42936.507962339,80361.64124486624,9207,43723.921198812895,81864.0805916306
15140,44796.2177421264,76089.66987734489,35102,43787.936843381874,74241.53823398822,24684,44431.25397735248,75337.42146464647
